text,text_modified,label,group_label,group_label_id,original_text
"Initial in vitro studies utilizing HEP-G2 liver cells revealed that addition of << eicosapentaenoic acid >> (EPA) blocked [[ Delta-5-desaturase ]] activity, the terminal enzymatic step in AA synthesis.","Initial in vitro studies utilizing HEP-G2 liver cells revealed that addition of [ENTITY_A] (EPA) blocked [ENTITY_B] activity, the terminal enzymatic step in AA synthesis.",INHIBITOR,CPR:4,1,"Initial in vitro studies utilizing HEP-G2 liver cells revealed that addition of eicosapentaenoic acid (EPA) blocked Delta-5-desaturase activity, the terminal enzymatic step in AA synthesis."
"BACKGROUND: This study examines the effects of << nicorandil >>, a [[ K(+) channel ]] opener, on transmural dispersion of repolarization (TDR) and induction of torsade de pointes (TdP) under conditions mimicking the LQT1, LQT2, and LQT3 forms of the congenital long-QT syndrome (LQTS).","BACKGROUND: This study examines the effects of [ENTITY_A], a [ENTITY_B] opener, on transmural dispersion of repolarization (TDR) and induction of torsade de pointes (TdP) under conditions mimicking the LQT1, LQT2, and LQT3 forms of the congenital long-QT syndrome (LQTS).",ACTIVATOR,CPR:3,0,"BACKGROUND: This study examines the effects of nicorandil, a K(+) channel opener, on transmural dispersion of repolarization (TDR) and induction of torsade de pointes (TdP) under conditions mimicking the LQT1, LQT2, and LQT3 forms of the congenital long-QT syndrome (LQTS)."
"Isoproterenol (50 to 100 nmol/L) was used to mimic an increase in beta-adrenergic tone, << d-sotalol >> (100 micromol/L) to block [[ I(Kr) ]] (LQT2 model), and ATX-II (20 nmol/L) to augment late I(Na) (LQT3 model).","Isoproterenol (50 to 100 nmol/L) was used to mimic an increase in beta-adrenergic tone, [ENTITY_A] (100 micromol/L) to block [ENTITY_B] (LQT2 model), and ATX-II (20 nmol/L) to augment late I(Na) (LQT3 model).",INHIBITOR,CPR:4,1,"Isoproterenol (50 to 100 nmol/L) was used to mimic an increase in beta-adrenergic tone, d-sotalol (100 micromol/L) to block I(Kr) (LQT2 model), and ATX-II (20 nmol/L) to augment late I(Na) (LQT3 model)."
"<< Peroxisome proliferator-activated receptor alpha >> (PPARalpha) activators, [[ bezafibrate ]] and Wy-14,643, increase uncoupling protein-3 mRNA levels without modifying the mitochondrial membrane potential in primary culture of rat preadipocytes.","[ENTITY_A] (PPARalpha) activators, [ENTITY_B] and Wy-14,643, increase uncoupling protein-3 mRNA levels without modifying the mitochondrial membrane potential in primary culture of rat preadipocytes.",ACTIVATOR,CPR:3,0,"Peroxisome proliferator-activated receptor alpha (PPARalpha) activators, bezafibrate and Wy-14,643, increase uncoupling protein-3 mRNA levels without modifying the mitochondrial membrane potential in primary culture of rat preadipocytes."
"<< Uncoupling proteins >> (UCPs) are inner mitochondrial membrane transporters which act as pores for [[ H(+) ]] ions, dissipating the electrochemical gradient that develops during mitochondrial respiration at the expense of ATP synthesis.","[ENTITY_A] (UCPs) are inner mitochondrial membrane transporters which act as pores for [ENTITY_B] ions, dissipating the electrochemical gradient that develops during mitochondrial respiration at the expense of ATP synthesis.",SUBSTRATE,CPR:9,4,"Uncoupling proteins (UCPs) are inner mitochondrial membrane transporters which act as pores for H(+) ions, dissipating the electrochemical gradient that develops during mitochondrial respiration at the expense of ATP synthesis."
"Thus, << bezafibrate >> treatment resulted in an 8-fold induction in [[ UCP-3 ]] mRNA levels in preadipocytes compared with the 3.5-fold induction observed in adipocytes.","Thus, [ENTITY_A] treatment resulted in an 8-fold induction in [ENTITY_B] mRNA levels in preadipocytes compared with the 3.5-fold induction observed in adipocytes.",INDIRECT-UPREGULATOR,CPR:3,0,"Thus, bezafibrate treatment resulted in an 8-fold induction in UCP-3 mRNA levels in preadipocytes compared with the 3.5-fold induction observed in adipocytes."
"The induction in << UCP-3 >> expression was not accompanied by changes in the mitochondrial membrane potential of rat primary preadipocytes after [[ bezafibrate ]] or Wy-14,643 treatment.","The induction in [ENTITY_A] expression was not accompanied by changes in the mitochondrial membrane potential of rat primary preadipocytes after [ENTITY_B] or Wy-14,643 treatment.",INDIRECT-UPREGULATOR,CPR:3,0,"The induction in UCP-3 expression was not accompanied by changes in the mitochondrial membrane potential of rat primary preadipocytes after bezafibrate or Wy-14,643 treatment."
"Since it has been proposed that UCP-3 could be involved in the regulation of the use of fatty acids as fuel substrates, the << UCP-3 >> induction achieved after [[ bezafibrate ]] and Wy-14, 643 treatment may indicate a higher oxidation of fatty acids, limiting their availability to be stored as triglycerides.","Since it has been proposed that UCP-3 could be involved in the regulation of the use of fatty acids as fuel substrates, the [ENTITY_A] induction achieved after [ENTITY_B] and Wy-14, 643 treatment may indicate a higher oxidation of fatty acids, limiting their availability to be stored as triglycerides.",INDIRECT-UPREGULATOR,CPR:3,0,"Since it has been proposed that UCP-3 could be involved in the regulation of the use of fatty acids as fuel substrates, the UCP-3 induction achieved after bezafibrate and Wy-14, 643 treatment may indicate a higher oxidation of fatty acids, limiting their availability to be stored as triglycerides."
<< Schisandrin B >> protects against menadione-induced hepatotoxicity by enhancing [[ DT-diaphorase ]] activity.,[ENTITY_A] protects against menadione-induced hepatotoxicity by enhancing [ENTITY_B] activity.,ACTIVATOR,CPR:3,0,Schisandrin B protects against menadione-induced hepatotoxicity by enhancing DT-diaphorase activity.
"Pretreating mice with schisandrin B (Sch B), a dibenzocyclooctadiene derivative isolated from the fruit of Schisandra chinensis, at a daily dose of 1 mmol/kg for 3 days protected against << menadione >>-induced hepatic oxidative damage in mice, as evidenced by decreases in plasma [[ alanine aminotransferase ]] activity (78%) and hepatic malondialdehyde level (70%), when compared with the menadione intoxicated control.","Pretreating mice with schisandrin B (Sch B), a dibenzocyclooctadiene derivative isolated from the fruit of Schisandra chinensis, at a daily dose of 1 mmol/kg for 3 days protected against [ENTITY_A]-induced hepatic oxidative damage in mice, as evidenced by decreases in plasma [ENTITY_B] activity (78%) and hepatic malondialdehyde level (70%), when compared with the menadione intoxicated control.",INHIBITOR,CPR:4,1,"Pretreating mice with schisandrin B (Sch B), a dibenzocyclooctadiene derivative isolated from the fruit of Schisandra chinensis, at a daily dose of 1 mmol/kg for 3 days protected against menadione-induced hepatic oxidative damage in mice, as evidenced by decreases in plasma alanine aminotransferase activity (78%) and hepatic malondialdehyde level (70%), when compared with the menadione intoxicated control."
Hepatocytes isolated from << Sch B >> pretreated (a daily dose of 1 mmol/kg for 3 days) rats showed a significant increase (25%) in [[ DTD ]] activity.,Hepatocytes isolated from [ENTITY_A] pretreated (a daily dose of 1 mmol/kg for 3 days) rats showed a significant increase (25%) in [ENTITY_B] activity.,ACTIVATOR,CPR:3,0,Hepatocytes isolated from Sch B pretreated (a daily dose of 1 mmol/kg for 3 days) rats showed a significant increase (25%) in DTD activity.
The ensemble of results suggests that the ability of << Sch B >> pretreatment to enhance hepatocellular [[ DTD ]] activity may at least in part be attributed to the protection against menadione hepatotoxicity.,The ensemble of results suggests that the ability of [ENTITY_A] pretreatment to enhance hepatocellular [ENTITY_B] activity may at least in part be attributed to the protection against menadione hepatotoxicity.,ACTIVATOR,CPR:3,0,The ensemble of results suggests that the ability of Sch B pretreatment to enhance hepatocellular DTD activity may at least in part be attributed to the protection against menadione hepatotoxicity.
"The group treated with << pyridostigmine >> alone showed decreased plasma [[ butyrylcholinesterase ]] (BChE) activity (87% of control), whereas pyridostigmine plus exercise significantly decreased the BChE activity (79% of control), indicating an interactive effect of the combination.","The group treated with [ENTITY_A] alone showed decreased plasma [ENTITY_B] (BChE) activity (87% of control), whereas pyridostigmine plus exercise significantly decreased the BChE activity (79% of control), indicating an interactive effect of the combination.",INHIBITOR,CPR:4,1,"The group treated with pyridostigmine alone showed decreased plasma butyrylcholinesterase (BChE) activity (87% of control), whereas pyridostigmine plus exercise significantly decreased the BChE activity (79% of control), indicating an interactive effect of the combination."
"However, << AChE >> activity in triceps muscle decreased significantly (78% of control) in the group treated with [[ pyridostigmine ]] plus exercise.","However, [ENTITY_A] activity in triceps muscle decreased significantly (78% of control) in the group treated with [ENTITY_B] plus exercise.",INHIBITOR,CPR:4,1,"However, AChE activity in triceps muscle decreased significantly (78% of control) in the group treated with pyridostigmine plus exercise."
"<< Creatine phosphokinase >> activity in plasma increased slightly (compared to control, [[ pyridostigmine ]] or exercise group) in mice treated with pyridostigmine plus exercise, which may be indicative of perturbation in the integrity of the skeletal muscle due to combination.","[ENTITY_A] activity in plasma increased slightly (compared to control, [ENTITY_B] or exercise group) in mice treated with pyridostigmine plus exercise, which may be indicative of perturbation in the integrity of the skeletal muscle due to combination.",ACTIVATOR,CPR:3,0,"Creatine phosphokinase activity in plasma increased slightly (compared to control, pyridostigmine or exercise group) in mice treated with pyridostigmine plus exercise, which may be indicative of perturbation in the integrity of the skeletal muscle due to combination."
"RESULT(S): Buserelin acetate, a GnRH agonist (0.1-10 ng/mL), had no significant effect on MCP-1 expression, whereas << danazol >> (10(-7)-10(-5) M), a testosterone analog, and dexamethasone, an anti-inflammatory glucocorticoid hormone (10(-12)-10(-6)M), showed a direct and a dose-dependent inhibitory effect on [[ MCP-1 ]] expression.","RESULT(S): Buserelin acetate, a GnRH agonist (0.1-10 ng/mL), had no significant effect on MCP-1 expression, whereas [ENTITY_A] (10(-7)-10(-5) M), a testosterone analog, and dexamethasone, an anti-inflammatory glucocorticoid hormone (10(-12)-10(-6)M), showed a direct and a dose-dependent inhibitory effect on [ENTITY_B] expression.",INHIBITOR,CPR:4,1,"RESULT(S): Buserelin acetate, a GnRH agonist (0.1-10 ng/mL), had no significant effect on MCP-1 expression, whereas danazol (10(-7)-10(-5) M), a testosterone analog, and dexamethasone, an anti-inflammatory glucocorticoid hormone (10(-12)-10(-6)M), showed a direct and a dose-dependent inhibitory effect on MCP-1 expression."
"RESULT(S): << Buserelin acetate >>, a [[ GnRH ]] agonist (0.1-10 ng/mL), had no significant effect on MCP-1 expression, whereas danazol (10(-7)-10(-5) M), a testosterone analog, and dexamethasone, an anti-inflammatory glucocorticoid hormone (10(-12)-10(-6)M), showed a direct and a dose-dependent inhibitory effect on MCP-1 expression.","RESULT(S): [ENTITY_A], a [ENTITY_B] agonist (0.1-10 ng/mL), had no significant effect on MCP-1 expression, whereas danazol (10(-7)-10(-5) M), a testosterone analog, and dexamethasone, an anti-inflammatory glucocorticoid hormone (10(-12)-10(-6)M), showed a direct and a dose-dependent inhibitory effect on MCP-1 expression.",AGONIST,CPR:5,2,"RESULT(S): Buserelin acetate, a GnRH agonist (0.1-10 ng/mL), had no significant effect on MCP-1 expression, whereas danazol (10(-7)-10(-5) M), a testosterone analog, and dexamethasone, an anti-inflammatory glucocorticoid hormone (10(-12)-10(-6)M), showed a direct and a dose-dependent inhibitory effect on MCP-1 expression."
"The present studies were undertaken to compare two compounds, a vitamin D(3) analogue (<< CB1093 >>) with minimal calcaemic effects, and clenbuterol, a long-acting beta(2)-adrenoceptor agonist, both of which induce [[ NGF ]] synthesis in vivo.","The present studies were undertaken to compare two compounds, a vitamin D(3) analogue ([ENTITY_A]) with minimal calcaemic effects, and clenbuterol, a long-acting beta(2)-adrenoceptor agonist, both of which induce [ENTITY_B] synthesis in vivo.",INDIRECT-UPREGULATOR,CPR:3,0,"The present studies were undertaken to compare two compounds, a vitamin D(3) analogue (CB1093) with minimal calcaemic effects, and clenbuterol, a long-acting beta(2)-adrenoceptor agonist, both of which induce NGF synthesis in vivo."
